pl_name,hostname,disc_year,soltype,pl_orbper,sy_dist,disc_facility
Kepler-409 b,Kepler-409,2014,Published Confirmed,68.9584,68.173,Kepler
Kepler-409 b,Kepler-409,2014,Published Confirmed,,68.173,Kepler
Kepler-409 b,Kepler-409,2014,Published Confirmed,68.95832161,68.173,Kepler
Kepler-409 b,Kepler-409,2014,Kepler Project Candidate (q1_q17_dr24_koi),68.958608,68.173,Kepler
Kepler-409 b,Kepler-409,2014,Kepler Project Candidate (q1_q12_koi),68.958608,68.173,Kepler
Kepler-41 b,Kepler-41,2011,Published Confirmed,1.8555588,1093.08,Kepler
Kepler-41 b,Kepler-41,2011,Published Confirmed,1.85555754,1093.08,Kepler
Kepler-41 b,Kepler-41,2011,Published Confirmed,1.85555744,1093.08,Kepler
Kepler-41 b,Kepler-41,2011,Published Confirmed,1.8555577,1093.08,Kepler
Kepler-41 b,Kepler-41,2011,Published Confirmed,1.8555582,1093.08,Kepler
Kepler-41 b,Kepler-41,2011,Published Confirmed,1.8555582,1093.08,Kepler
Kepler-41 b,Kepler-41,2011,Published Confirmed,,1093.08,Kepler
Kepler-41 b,Kepler-41,2011,Kepler Project Candidate (q1_q12_koi),1.85555754,1093.08,Kepler
Kepler-41 b,Kepler-41,2011,Kepler Project Candidate (q1_q17_dr25_koi),1.85555756,1093.08,Kepler
Kepler-41 b,Kepler-41,2011,TESS Project Candidate,1.85557454,1093.08,Kepler
Kepler-41 b,Kepler-41,2011,Kepler Project Candidate (q1_q16_koi),1.85555754,1093.08,Kepler
Kepler-41 b,Kepler-41,2011,Published Confirmed,1.85555757,1093.08,Kepler
Kepler-41 b,Kepler-41,2011,Kepler Project Candidate (q1_q17_dr25_sup_koi),1.85555756,1093.08,Kepler
Kepler-41 b,Kepler-41,2011,Published Confirmed,1.855558,1093.08,Kepler
Kepler-41 b,Kepler-41,2011,Published Confirmed,1.85555756,1093.08,Kepler
Kepler-41 b,Kepler-41,2011,Kepler Project Candidate (q1_q8_koi),1.85555773,1093.08,Kepler
Kepler-41 b,Kepler-41,2011,Kepler Project Candidate (q1_q17_dr24_koi),1.85555754,1093.08,Kepler
Kepler-410 A b,Kepler-410 A,2013,Published Confirmed,17.8336313,147.527,Kepler
Kepler-410 A b,Kepler-410 A,2013,Published Confirmed,17.833648,147.527,Kepler
Kepler-410 A b,Kepler-410 A,2013,Published Confirmed,17.83365704,147.527,Kepler
Kepler-410 A b,Kepler-410 A,2013,Kepler Project Candidate (q1_q12_koi),17.83368211,147.527,Kepler
Kepler-410 A b,Kepler-410 A,2013,Kepler Project Candidate (q1_q16_koi),17.83368211,147.527,Kepler
Kepler-410 A b,Kepler-410 A,2013,Kepler Project Candidate (q1_q8_koi),17.834381,147.527,Kepler
Kepler-410 A b,Kepler-410 A,2013,TESS Project Candidate,17.83354188,147.527,Kepler
Kepler-410 A b,Kepler-410 A,2013,Kepler Project Candidate (q1_q17_dr25_koi),17.83367834,147.527,Kepler
Kepler-410 A b,Kepler-410 A,2013,Kepler Project Candidate (q1_q17_dr25_sup_koi),17.83367834,147.527,Kepler
Kepler-410 A b,Kepler-410 A,2013,Kepler Project Candidate (q1_q17_dr24_koi),17.83368211,147.527,Kepler
Kepler-410 A b,Kepler-410 A,2013,Published Confirmed,17.83368211,147.527,Kepler
Kepler-410 A b,Kepler-410 A,2013,Published Confirmed,,147.527,Kepler
Kepler-411 b,Kepler-411,2013,Kepler Project Candidate (q1_q17_dr25_sup_koi),3.00515691,153.676,Kepler
Kepler-411 b,Kepler-411,2013,TESS Project Candidate,3.00519286,153.676,Kepler
Kepler-411 b,Kepler-411,2013,Kepler Project Candidate (q1_q17_dr25_koi),3.00515691,153.676,Kepler
Kepler-411 b,Kepler-411,2013,Kepler Project Candidate (q1_q12_koi),3.0051557,153.676,Kepler
Kepler-411 b,Kepler-411,2013,Published Confirmed,3.00515254,153.676,Kepler
Kepler-411 b,Kepler-411,2013,Kepler Project Candidate (q1_q8_koi),3.0051569,153.676,Kepler
Kepler-411 b,Kepler-411,2013,Published Confirmed,3.0051557,153.676,Kepler
Kepler-411 b,Kepler-411,2013,Published Confirmed,3.005156,153.676,Kepler
Kepler-411 b,Kepler-411,2013,Kepler Project Candidate (q1_q16_koi),3.0051557,153.676,Kepler
Kepler-411 b,Kepler-411,2013,Kepler Project Candidate (q1_q17_dr24_koi),3.0051557,153.676,Kepler
Kepler-411 b,Kepler-411,2013,Published Confirmed,3.00515592,153.676,Kepler
Kepler-411 b,Kepler-411,2013,Published Confirmed,3.0051557,153.676,Kepler
Kepler-411 b,Kepler-411,2013,Published Confirmed,3.00516,153.676,Kepler
Kepler-411 c,Kepler-411,2016,Kepler Project Candidate (q1_q12_koi),7.83442788,153.676,Kepler
Kepler-411 c,Kepler-411,2016,Kepler Project Candidate (q1_q16_koi),7.83442788,153.676,Kepler
Kepler-411 c,Kepler-411,2016,Kepler Project Candidate (q1_q17_dr25_koi),7.83443368,153.676,Kepler
Kepler-411 c,Kepler-411,2016,Published Confirmed,7.834435,153.676,Kepler
Kepler-411 c,Kepler-411,2016,TESS Project Candidate,7.83446883,153.676,Kepler
Kepler-411 c,Kepler-411,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),7.83443368,153.676,Kepler
Kepler-411 c,Kepler-411,2016,Published Confirmed,7.83443074,153.676,Kepler
Kepler-411 c,Kepler-411,2016,Published Confirmed,7.83442788,153.676,Kepler
Kepler-411 c,Kepler-411,2016,Published Confirmed,7.83443068,153.676,Kepler
Kepler-411 c,Kepler-411,2016,Kepler Project Candidate (q1_q8_koi),7.8344508,153.676,Kepler
Kepler-411 c,Kepler-411,2016,Kepler Project Candidate (q1_q17_dr24_koi),7.83442788,153.676,Kepler
Kepler-411 c,Kepler-411,2016,Published Confirmed,7.83442788,153.676,Kepler
Kepler-411 d,Kepler-411,2018,Kepler Project Candidate (q1_q17_dr25_sup_koi),58.0198583,153.676,Kepler
Kepler-411 d,Kepler-411,2018,Published Confirmed,58.02035,153.676,Kepler
Kepler-411 d,Kepler-411,2018,Published Confirmed,58.02065498,153.676,Kepler
Kepler-411 d,Kepler-411,2018,Kepler Project Candidate (q1_q17_dr25_koi),58.0198583,153.676,Kepler
Kepler-411 d,Kepler-411,2018,Kepler Project Candidate (q1_q12_koi),58.0192007,153.676,Kepler
Kepler-411 d,Kepler-411,2018,Published Confirmed,58.0192007,153.676,Kepler
Kepler-411 d,Kepler-411,2018,Kepler Project Candidate (q1_q17_dr24_koi),58.0192007,153.676,Kepler
Kepler-411 d,Kepler-411,2018,Kepler Project Candidate (q1_q16_koi),58.0192007,153.676,Kepler
Kepler-411 e,Kepler-411,2018,Published Confirmed,31.509728,153.676,Kepler
Kepler-412 b,Kepler-412,2014,Published Confirmed,1.7208612,1086.24,Kepler
Kepler-412 b,Kepler-412,2014,Published Confirmed,1.72086138,1086.24,Kepler
Kepler-412 b,Kepler-412,2014,Kepler Project Candidate (q1_q12_koi),1.72086132,1086.24,Kepler
Kepler-412 b,Kepler-412,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),1.72086129,1086.24,Kepler
Kepler-412 b,Kepler-412,2014,Published Confirmed,1.7208604,1086.24,Kepler
Kepler-412 b,Kepler-412,2014,Published Confirmed,1.72086123,1086.24,Kepler
Kepler-412 b,Kepler-412,2014,Published Confirmed,1.72086128,1086.24,Kepler
Kepler-412 b,Kepler-412,2014,Kepler Project Candidate (q1_q17_dr24_koi),1.72086132,1086.24,Kepler
Kepler-412 b,Kepler-412,2014,Kepler Project Candidate (q1_q16_koi),1.72086132,1086.24,Kepler
Kepler-412 b,Kepler-412,2014,Kepler Project Candidate (q1_q8_koi),1.72086037,1086.24,Kepler
Kepler-412 b,Kepler-412,2014,Published Confirmed,,1086.24,Kepler
Kepler-412 b,Kepler-412,2014,Kepler Project Candidate (q1_q17_dr25_koi),1.72086129,1086.24,Kepler
Kepler-412 b,Kepler-412,2014,Published Confirmed,1.72086132,1086.24,Kepler
Kepler-412 b,Kepler-412,2014,TESS Project Candidate,1.72085545,1086.24,Kepler
Kepler-413 b,Kepler-413,2014,Published Confirmed,66.262,847.536,Kepler
Kepler-414 b,Kepler-414,2014,Published Confirmed,4.69965324,413.46,Kepler
Kepler-414 b,Kepler-414,2014,Published Confirmed,4.7,413.46,Kepler
Kepler-414 b,Kepler-414,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),4.69965282,413.46,Kepler
Kepler-414 b,Kepler-414,2014,Kepler Project Candidate (q1_q17_dr25_koi),4.69965282,413.46,Kepler
Kepler-414 b,Kepler-414,2014,Kepler Project Candidate (q1_q17_dr24_koi),4.69965324,413.46,Kepler
Kepler-414 b,Kepler-414,2014,Kepler Project Candidate (q1_q16_koi),4.69965324,413.46,Kepler
Kepler-414 b,Kepler-414,2014,Kepler Project Candidate (q1_q8_koi),4.69964,413.46,Kepler
Kepler-414 b,Kepler-414,2014,Kepler Project Candidate (q1_q12_koi),4.69965324,413.46,Kepler
Kepler-414 b,Kepler-414,2014,Published Confirmed,4.69967627,413.46,Kepler
Kepler-414 b,Kepler-414,2014,Published Confirmed,,413.46,Kepler
Kepler-414 c,Kepler-414,2014,Kepler Project Candidate (q1_q16_koi),7.17073208,413.46,Kepler
Kepler-414 c,Kepler-414,2014,Kepler Project Candidate (q1_q8_koi),7.170732,413.46,Kepler
Kepler-414 c,Kepler-414,2014,Published Confirmed,7.171,413.46,Kepler
Kepler-414 c,Kepler-414,2014,Published Confirmed,7.17073273,413.46,Kepler
Kepler-414 c,Kepler-414,2014,Kepler Project Candidate (q1_q12_koi),7.17073208,413.46,Kepler
Kepler-414 c,Kepler-414,2014,Kepler Project Candidate (q1_q17_dr25_koi),7.17071038,413.46,Kepler
Kepler-414 c,Kepler-414,2014,Published Confirmed,7.17073208,413.46,Kepler
Kepler-414 c,Kepler-414,2014,Kepler Project Candidate (q1_q17_dr24_koi),7.17073208,413.46,Kepler
Kepler-414 c,Kepler-414,2014,Published Confirmed,,413.46,Kepler
Kepler-414 c,Kepler-414,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),7.17071038,413.46,Kepler
Kepler-415 b,Kepler-415,2014,Kepler Project Candidate (q1_q17_dr24_koi),4.17634525,530.487,Kepler
Kepler-415 b,Kepler-415,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),4.17634276,530.487,Kepler
Kepler-415 b,Kepler-415,2014,Kepler Project Candidate (q1_q12_koi),4.17634525,530.487,Kepler
Kepler-415 b,Kepler-415,2014,Kepler Project Candidate (q1_q8_koi),4.176366,530.487,Kepler
Kepler-415 b,Kepler-415,2014,Kepler Project Candidate (q1_q16_koi),4.17634525,530.487,Kepler
Kepler-415 b,Kepler-415,2014,Published Confirmed,,530.487,Kepler
Kepler-415 b,Kepler-415,2014,Published Confirmed,4.17634525,530.487,Kepler
Kepler-415 b,Kepler-415,2014,Published Confirmed,4.176,530.487,Kepler
Kepler-415 b,Kepler-415,2014,Kepler Project Candidate (q1_q17_dr25_koi),4.17634276,530.487,Kepler
Kepler-415 c,Kepler-415,2014,Published Confirmed,8.70797904,530.487,Kepler
Kepler-415 c,Kepler-415,2014,Published Confirmed,8.70792312,530.487,Kepler
Kepler-415 c,Kepler-415,2014,Kepler Project Candidate (q1_q17_dr24_koi),8.70797904,530.487,Kepler
Kepler-415 c,Kepler-415,2014,Published Confirmed,,530.487,Kepler
Kepler-415 c,Kepler-415,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),8.70798309,530.487,Kepler
Kepler-415 c,Kepler-415,2014,Published Confirmed,8.708,530.487,Kepler
Kepler-415 c,Kepler-415,2014,Kepler Project Candidate (q1_q17_dr25_koi),8.70798309,530.487,Kepler
Kepler-415 c,Kepler-415,2014,Kepler Project Candidate (q1_q12_koi),8.70797904,530.487,Kepler
Kepler-415 c,Kepler-415,2014,Kepler Project Candidate (q1_q16_koi),8.70797904,530.487,Kepler
Kepler-415 c,Kepler-415,2014,Kepler Project Candidate (q1_q8_koi),8.70778,530.487,Kepler
Kepler-416 b,Kepler-416,2014,Kepler Project Candidate (q1_q17_dr25_koi),6.31943553,690.819,Kepler
Kepler-416 b,Kepler-416,2014,Kepler Project Candidate (q1_q12_koi),6.31942727,690.819,Kepler
Kepler-416 b,Kepler-416,2014,Published Confirmed,6.319,690.819,Kepler
Kepler-416 b,Kepler-416,2014,Kepler Project Candidate (q1_q8_koi),6.319439,690.819,Kepler
Kepler-416 b,Kepler-416,2014,Published Confirmed,6.31943282,690.819,Kepler
Kepler-416 b,Kepler-416,2014,Published Confirmed,6.31942727,690.819,Kepler
Kepler-416 b,Kepler-416,2014,Kepler Project Candidate (q1_q16_koi),6.31942727,690.819,Kepler
Kepler-416 b,Kepler-416,2014,Published Confirmed,,690.819,Kepler
Kepler-416 b,Kepler-416,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),6.31943553,690.819,Kepler
Kepler-416 b,Kepler-416,2014,Kepler Project Candidate (q1_q17_dr24_koi),6.31942727,690.819,Kepler
Kepler-416 c,Kepler-416,2014,Kepler Project Candidate (q1_q17_dr25_koi),12.20951755,690.819,Kepler
Kepler-416 c,Kepler-416,2014,Published Confirmed,12.2094828,690.819,Kepler
Kepler-416 c,Kepler-416,2014,Kepler Project Candidate (q1_q17_dr24_koi),12.20945351,690.819,Kepler
Kepler-416 c,Kepler-416,2014,Published Confirmed,,690.819,Kepler
Kepler-416 c,Kepler-416,2014,Kepler Project Candidate (q1_q12_koi),12.20945351,690.819,Kepler
Kepler-416 c,Kepler-416,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),12.20951755,690.819,Kepler
Kepler-416 c,Kepler-416,2014,Kepler Project Candidate (q1_q16_koi),12.20945351,690.819,Kepler
Kepler-416 c,Kepler-416,2014,Published Confirmed,12.209,690.819,Kepler
Kepler-416 c,Kepler-416,2014,Published Confirmed,12.20945351,690.819,Kepler
Kepler-416 c,Kepler-416,2014,Kepler Project Candidate (q1_q8_koi),12.20942,690.819,Kepler
Kepler-416 d,Kepler-416,2023,Kepler Project Candidate (q1_q17_dr25_koi),3.07644709,690.819,Kepler
Kepler-416 d,Kepler-416,2023,Kepler Project Candidate (q1_q17_dr25_sup_koi),3.07644709,690.819,Kepler
Kepler-416 d,Kepler-416,2023,Published Confirmed,3.07641006,690.819,Kepler
Kepler-416 d,Kepler-416,2023,Kepler Project Candidate (q1_q16_koi),3.07645208,690.819,Kepler
Kepler-416 d,Kepler-416,2023,Kepler Project Candidate (q1_q8_koi),3.076508,690.819,Kepler
Kepler-416 d,Kepler-416,2023,Kepler Project Candidate (q1_q17_dr24_koi),3.07645208,690.819,Kepler
Kepler-416 d,Kepler-416,2023,Kepler Project Candidate (q1_q12_koi),3.07645208,690.819,Kepler
Kepler-417 b,Kepler-417,2014,Kepler Project Candidate (q1_q12_koi),12.33090437,973.989,Kepler
Kepler-417 b,Kepler-417,2014,Published Confirmed,12.331,973.989,Kepler
Kepler-417 b,Kepler-417,2014,Published Confirmed,,973.989,Kepler
Kepler-417 b,Kepler-417,2014,Published Confirmed,12.33090437,973.989,Kepler
Kepler-417 b,Kepler-417,2014,Published Confirmed,12.33091155,973.989,Kepler
Kepler-417 b,Kepler-417,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),12.33087921,973.989,Kepler
Kepler-417 b,Kepler-417,2014,Kepler Project Candidate (q1_q16_koi),12.33090437,973.989,Kepler
Kepler-417 b,Kepler-417,2014,Kepler Project Candidate (q1_q17_dr24_koi),12.33090437,973.989,Kepler
Kepler-417 b,Kepler-417,2014,Kepler Project Candidate (q1_q8_koi),12.33108,973.989,Kepler
Kepler-417 b,Kepler-417,2014,Kepler Project Candidate (q1_q17_dr25_koi),12.33087921,973.989,Kepler
Kepler-417 c,Kepler-417,2014,Kepler Project Candidate (q1_q12_koi),15.94251522,973.989,Kepler
Kepler-417 c,Kepler-417,2014,Kepler Project Candidate (q1_q17_dr24_koi),15.94251522,973.989,Kepler
Kepler-417 c,Kepler-417,2014,Published Confirmed,,973.989,Kepler
Kepler-417 c,Kepler-417,2014,Published Confirmed,15.94252637,973.989,Kepler
Kepler-417 c,Kepler-417,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),15.94248453,973.989,Kepler
Kepler-417 c,Kepler-417,2014,Kepler Project Candidate (q1_q17_dr25_koi),15.94248453,973.989,Kepler
Kepler-417 c,Kepler-417,2014,Kepler Project Candidate (q1_q8_koi),15.94274,973.989,Kepler
Kepler-417 c,Kepler-417,2014,Published Confirmed,15.943,973.989,Kepler
Kepler-417 c,Kepler-417,2014,Published Confirmed,15.94251522,973.989,Kepler
Kepler-417 c,Kepler-417,2014,Kepler Project Candidate (q1_q16_koi),15.94251522,973.989,Kepler
Kepler-418 b,Kepler-418,2014,Kepler Project Candidate (q1_q17_dr25_koi),86.67856052,1002.53,Kepler
Kepler-418 b,Kepler-418,2014,Published Confirmed,86.67845872,1002.53,Kepler
Kepler-418 b,Kepler-418,2014,Published Confirmed,86.67855186,1002.53,Kepler
Kepler-418 b,Kepler-418,2014,Kepler Project Candidate (q1_q12_koi),86.67855186,1002.53,Kepler
Kepler-418 b,Kepler-418,2014,Published Confirmed,86.67862165,1002.53,Kepler
Kepler-418 b,Kepler-418,2014,Published Confirmed,86.67856,1002.53,Kepler
Kepler-418 b,Kepler-418,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),86.67856052,1002.53,Kepler
Kepler-418 b,Kepler-418,2014,Kepler Project Candidate (q1_q8_koi),86.67831,1002.53,Kepler
Kepler-418 b,Kepler-418,2014,Published Confirmed,86.679,1002.53,Kepler
Kepler-418 b,Kepler-418,2014,Kepler Project Candidate (q1_q16_koi),86.67855186,1002.53,Kepler
Kepler-418 b,Kepler-418,2014,Kepler Project Candidate (q1_q17_dr24_koi),86.67855186,1002.53,Kepler
Kepler-418 b,Kepler-418,2014,Published Confirmed,,1002.53,Kepler
Kepler-418 c,Kepler-418,2021,Kepler Project Candidate (q1_q8_koi),12.218255,1002.53,Kepler
Kepler-418 c,Kepler-418,2021,Kepler Project Candidate (q1_q17_dr24_koi),12.218278,1002.53,Kepler
Kepler-418 c,Kepler-418,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),12.21828097,1002.53,Kepler
Kepler-418 c,Kepler-418,2021,Published Confirmed,12.21829987,1002.53,Kepler
Kepler-418 c,Kepler-418,2021,Kepler Project Candidate (q1_q12_koi),12.218278,1002.53,Kepler
Kepler-418 c,Kepler-418,2021,Kepler Project Candidate (q1_q17_dr25_koi),12.21828097,1002.53,Kepler
Kepler-418 c,Kepler-418,2021,Published Confirmed,12.21827491,1002.53,Kepler
Kepler-418 c,Kepler-418,2021,Kepler Project Candidate (q1_q16_koi),12.218278,1002.53,Kepler
Kepler-419 b,Kepler-419,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),69.72646639,1011.36,Kepler
Kepler-419 b,Kepler-419,2014,Kepler Project Candidate (q1_q8_koi),69.73297,1011.36,Kepler
Kepler-419 b,Kepler-419,2014,Published Confirmed,69.7546,1011.36,Kepler
Kepler-419 b,Kepler-419,2014,Kepler Project Candidate (q1_q16_koi),69.7266406,1011.36,Kepler
Kepler-419 b,Kepler-419,2014,Published Confirmed,69.72787813,1011.36,Kepler
Kepler-419 b,Kepler-419,2014,Kepler Project Candidate (q1_q12_koi),69.7266406,1011.36,Kepler
Kepler-419 b,Kepler-419,2014,Kepler Project Candidate (q1_q17_dr24_koi),69.7266406,1011.36,Kepler
Kepler-419 b,Kepler-419,2014,Kepler Project Candidate (q1_q17_dr25_koi),69.72646639,1011.36,Kepler
Kepler-419 b,Kepler-419,2014,Published Confirmed,,1011.36,Kepler
Kepler-419 b,Kepler-419,2014,Published Confirmed,69.7266406,1011.36,Kepler
Kepler-419 b,Kepler-419,2014,Published Confirmed,69.7547,1011.36,Kepler
Kepler-419 c,Kepler-419,2014,Published Confirmed,675.47,1011.36,Kepler
Kepler-42 b,Kepler-42,2011,Kepler Project Candidate (q1_q17_dr25_sup_koi),1.21377042,40.0595,Kepler
Kepler-42 b,Kepler-42,2011,Kepler Project Candidate (q1_q17_dr25_koi),1.21377042,40.0595,Kepler
Kepler-42 b,Kepler-42,2011,Published Confirmed,1.21377022,40.0595,Kepler
Kepler-42 b,Kepler-42,2011,Published Confirmed,,40.0595,Kepler
Kepler-42 b,Kepler-42,2011,Published Confirmed,,40.0595,Kepler
Kepler-42 b,Kepler-42,2011,Kepler Project Candidate (q1_q8_koi),1.2137703,40.0595,Kepler
Kepler-42 b,Kepler-42,2011,Published Confirmed,1.2137672,40.0595,Kepler
Kepler-42 b,Kepler-42,2011,Published Confirmed,1.2137706,40.0595,Kepler
Kepler-42 b,Kepler-42,2011,Kepler Project Candidate (q1_q12_koi),1.21377022,40.0595,Kepler
Kepler-42 b,Kepler-42,2011,Kepler Project Candidate (q1_q17_dr24_koi),1.21377022,40.0595,Kepler
Kepler-42 b,Kepler-42,2011,Kepler Project Candidate (q1_q16_koi),1.21377022,40.0595,Kepler
Kepler-42 b,Kepler-42,2011,Published Confirmed,1.21377206,40.0595,Kepler
Kepler-42 c,Kepler-42,2011,Published Confirmed,,40.0595,Kepler
Kepler-42 c,Kepler-42,2011,Kepler Project Candidate (q1_q17_dr25_koi),0.45328742,40.0595,Kepler
Kepler-42 c,Kepler-42,2011,Kepler Project Candidate (q1_q17_dr25_sup_koi),0.45328742,40.0595,Kepler
Kepler-42 c,Kepler-42,2011,Kepler Project Candidate (q1_q8_koi),0.4532875,40.0595,Kepler
Kepler-42 c,Kepler-42,2011,Published Confirmed,0.45328731,40.0595,Kepler
Kepler-42 c,Kepler-42,2011,Published Confirmed,0.45328799,40.0595,Kepler
Kepler-42 c,Kepler-42,2011,Kepler Project Candidate (q1_q16_koi),0.45328734,40.0595,Kepler
Kepler-42 c,Kepler-42,2011,Published Confirmed,0.45328509,40.0595,Kepler
Kepler-42 c,Kepler-42,2011,Published Confirmed,,40.0595,Kepler
Kepler-42 c,Kepler-42,2011,Kepler Project Candidate (q1_q12_koi),0.45328734,40.0595,Kepler
Kepler-42 d,Kepler-42,2011,Published Confirmed,1.86511302,40.0595,Kepler
Kepler-42 d,Kepler-42,2011,Kepler Project Candidate (q1_q16_koi),1.86511477,40.0595,Kepler
Kepler-42 d,Kepler-42,2011,Published Confirmed,,40.0595,Kepler
Kepler-42 d,Kepler-42,2011,Kepler Project Candidate (q1_q8_koi),1.8651086,40.0595,Kepler
Kepler-42 d,Kepler-42,2011,Kepler Project Candidate (q1_q17_dr25_sup_koi),1.86511419,40.0595,Kepler
Kepler-42 d,Kepler-42,2011,Kepler Project Candidate (q1_q17_dr25_koi),1.86511419,40.0595,Kepler
Kepler-42 d,Kepler-42,2011,Published Confirmed,1.86511477,40.0595,Kepler
Kepler-42 d,Kepler-42,2011,Kepler Project Candidate (q1_q17_dr24_koi),1.86511477,40.0595,Kepler
Kepler-42 d,Kepler-42,2011,Published Confirmed,1.86511236,40.0595,Kepler
Kepler-42 d,Kepler-42,2011,Kepler Project Candidate (q1_q12_koi),1.86511477,40.0595,Kepler
Kepler-42 d,Kepler-42,2011,Published Confirmed,1.865169,40.0595,Kepler
Kepler-42 d,Kepler-42,2011,Published Confirmed,,40.0595,Kepler
Kepler-421 b,Kepler-421,2014,Kepler Project Candidate (q1_q8_koi),362.0,348.558,Kepler
Kepler-421 b,Kepler-421,2014,Kepler Project Candidate (q1_q12_koi),704.962626,348.558,Kepler
Kepler-421 b,Kepler-421,2014,Published Confirmed,704.1984,348.558,Kepler
Kepler-421 b,Kepler-421,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),704.962626,348.558,Kepler
Kepler-421 b,Kepler-421,2014,Kepler Project Candidate (q1_q16_koi),704.962626,348.558,Kepler
Kepler-421 b,Kepler-421,2014,Published Confirmed,,348.558,Kepler
Kepler-422 b,Kepler-422,2014,Published Confirmed,,722.795,Kepler
Kepler-422 b,Kepler-422,2014,Published Confirmed,7.89144847,722.795,Kepler
Kepler-422 b,Kepler-422,2014,Published Confirmed,7.8914483,722.795,Kepler
Kepler-422 b,Kepler-422,2014,Kepler Project Candidate (q1_q16_koi),7.89144847,722.795,Kepler
Kepler-422 b,Kepler-422,2014,TESS Project Candidate,7.89142712,722.795,Kepler
Kepler-422 b,Kepler-422,2014,Kepler Project Candidate (q1_q17_dr25_koi),7.89144884,722.795,Kepler
Kepler-422 b,Kepler-422,2014,Kepler Project Candidate (q1_q17_dr24_koi),7.89144847,722.795,Kepler
Kepler-422 b,Kepler-422,2014,Published Confirmed,7.8914483,722.795,Kepler
Kepler-422 b,Kepler-422,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),7.89144884,722.795,Kepler
Kepler-422 b,Kepler-422,2014,Kepler Project Candidate (q1_q12_koi),7.89144847,722.795,Kepler
Kepler-422 b,Kepler-422,2014,Published Confirmed,7.89144809,722.795,Kepler
Kepler-422 b,Kepler-422,2014,Published Confirmed,7.89144912,722.795,Kepler
Kepler-422 b,Kepler-422,2014,Kepler Project Candidate (q1_q8_koi),7.8914502,722.795,Kepler
Kepler-422 b,Kepler-422,2014,Published Confirmed,7.89144896,722.795,Kepler
Kepler-423 b,Kepler-423,2014,Published Confirmed,2.68432848,758.753,Kepler
Kepler-423 b,Kepler-423,2014,Kepler Project Candidate (q1_q8_koi),2.68432897,758.753,Kepler
Kepler-423 b,Kepler-423,2014,Published Confirmed,2.6843285,758.753,Kepler
Kepler-423 b,Kepler-423,2014,Published Confirmed,2.6843285,758.753,Kepler
Kepler-423 b,Kepler-423,2014,Published Confirmed,,758.753,Kepler
Kepler-423 b,Kepler-423,2014,Kepler Project Candidate (q1_q12_koi),2.68432848,758.753,Kepler
Kepler-423 b,Kepler-423,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),2.68432854,758.753,Kepler
Kepler-423 b,Kepler-423,2014,Kepler Project Candidate (q1_q17_dr24_koi),2.68432848,758.753,Kepler
Kepler-423 b,Kepler-423,2014,Published Confirmed,2.68432852,758.753,Kepler
Kepler-423 b,Kepler-423,2014,Kepler Project Candidate (q1_q16_koi),2.68432848,758.753,Kepler
Kepler-423 b,Kepler-423,2014,Published Confirmed,2.68432848,758.753,Kepler
Kepler-423 b,Kepler-423,2014,Published Confirmed,2.68432847,758.753,Kepler
Kepler-423 b,Kepler-423,2014,Kepler Project Candidate (q1_q17_dr25_koi),2.68432854,758.753,Kepler
Kepler-423 b,Kepler-423,2014,TESS Project Candidate,2.6843081,758.753,Kepler
Kepler-424 b,Kepler-424,2014,Published Confirmed,3.3118645,698.646,Kepler
Kepler-424 b,Kepler-424,2014,Published Confirmed,,698.646,Kepler
Kepler-424 b,Kepler-424,2014,Kepler Project Candidate (q1_q17_dr25_koi),3.31186415,698.646,Kepler
Kepler-424 b,Kepler-424,2014,Published Confirmed,3.31186452,698.646,Kepler
Kepler-424 b,Kepler-424,2014,Kepler Project Candidate (q1_q12_koi),3.3118645,698.646,Kepler
Kepler-424 b,Kepler-424,2014,Published Confirmed,3.31186426,698.646,Kepler
Kepler-424 b,Kepler-424,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),3.31186415,698.646,Kepler
Kepler-424 b,Kepler-424,2014,Published Confirmed,3.3118644,698.646,Kepler
Kepler-424 b,Kepler-424,2014,Published Confirmed,3.3118644,698.646,Kepler
Kepler-424 b,Kepler-424,2014,Kepler Project Candidate (q1_q17_dr24_koi),3.3118645,698.646,Kepler
Kepler-424 b,Kepler-424,2014,Kepler Project Candidate (q1_q8_koi),3.3118628,698.646,Kepler
Kepler-424 b,Kepler-424,2014,Kepler Project Candidate (q1_q16_koi),3.3118645,698.646,Kepler
Kepler-424 b,Kepler-424,2014,TESS Project Candidate,3.31190263,698.646,Kepler
